"db_code","metadata_type","attr_code","metadata_attribute","metadata_value"
"PCPS","COMMODITY","POLVOIL","COMMODITY_SDMX_CODE","POLVOIL"
"PCPS","COMMODITY","PORANG","COMMODITY_NAME","Orange "
"PCPS","COMMODITY","PORANG","COMMODITY_CODE","PORANG"
"PCPS","COMMODITY","PORANG","COMMODITY_SHORT_NAME","Orange "
"PCPS","COMMODITY","PORANG","COMMODITY_FULL_NAME","Primary Commodity Prices, Orange "
"PCPS","COMMODITY","PORANG","COMMODITY_DEFINITION","Generic 1st 'JO' Future, USD/lb"
"PCPS","COMMODITY","PORANG","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PORANG","COMMODITY_SOURCE_CODE","PORANG"
"PCPS","COMMODITY","PORANG","COMMODITY_SDMX_NAME","Primary Commodity Prices, Orange "
"PCPS","COMMODITY","PORANG","COMMODITY_SDMX_CODE","PORANG"
"PCPS","COMMODITY","PPALLA","COMMODITY_NAME","Palladium"
"PCPS","COMMODITY","PPALLA","COMMODITY_CODE","PPALLA"
"PCPS","COMMODITY","PPALLA","COMMODITY_SHORT_NAME","Palladium"
"PCPS","COMMODITY","PPALLA","COMMODITY_FULL_NAME","Primary Commodity Prices, Palladium"
"PCPS","COMMODITY","PPALLA","COMMODITY_DEFINITION","Palladium, LME spot price, USD/ troy ounce"
"PCPS","COMMODITY","PPALLA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPALLA","COMMODITY_SOURCE_CODE","PPALLA"
"PCPS","COMMODITY","PPALLA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Palladium"
"PCPS","COMMODITY","PPALLA","COMMODITY_SDMX_CODE","PPALLA"
"PCPS","COMMODITY","PPOIL","COMMODITY_NAME","Palm Oil "
"PCPS","COMMODITY","PPOIL","COMMODITY_CODE","PPOIL"
"PCPS","COMMODITY","PPOIL","COMMODITY_SHORT_NAME","Palm Oil "
"PCPS","COMMODITY","PPOIL","COMMODITY_FULL_NAME","Primary Commodity Prices, Palm Oil "
"PCPS","COMMODITY","PPOIL","COMMODITY_DEFINITION","Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric ton"
"PCPS","COMMODITY","PPOIL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPOIL","COMMODITY_SOURCE_CODE","PPOIL"
"PCPS","COMMODITY","PPOIL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Palm Oil "
"PCPS","COMMODITY","PPOIL","COMMODITY_SDMX_CODE","PPOIL"
"PCPS","COMMODITY","PPLAT","COMMODITY_NAME","Platinum"
"PCPS","COMMODITY","PPLAT","COMMODITY_CODE","PPLAT"
"PCPS","COMMODITY","PPLAT","COMMODITY_SHORT_NAME","Platinum"
"PCPS","COMMODITY","PPLAT","COMMODITY_FULL_NAME","Primary Commodity Prices, Platinum"
"PCPS","COMMODITY","PPLAT","COMMODITY_DEFINITION","Platinum, LME spot price, USD/troy ounce"
"PCPS","COMMODITY","PPLAT","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPLAT","COMMODITY_SOURCE_CODE","PPLAT"
"PCPS","COMMODITY","PPLAT","COMMODITY_SDMX_NAME","Primary Commodity Prices, Platinum"
"PCPS","COMMODITY","PPLAT","COMMODITY_SDMX_CODE","PPLAT"
"PCPS","COMMODITY","PPOTASH","COMMODITY_NAME","Potassium Fertilizer"
"PCPS","COMMODITY","PPOTASH","COMMODITY_CODE","PPOTASH"
"PCPS","COMMODITY","PPOTASH","COMMODITY_SHORT_NAME","Potassium Fertilizer"
"PCPS","COMMODITY","PPOTASH","COMMODITY_FULL_NAME","Primary Commodity Prices, Potassium Fertilizer"
"PCPS","COMMODITY","PPOTASH","COMMODITY_DEFINITION","Potassium Chloride (Muriate of Potash) Standard Grade: FOB Vancouver Spot Price, USD/metric tonne"
"PCPS","COMMODITY","PPOTASH","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPOTASH","COMMODITY_SOURCE_CODE","PPOTASH"
"PCPS","COMMODITY","PPOTASH","COMMODITY_SDMX_NAME","Primary Commodity Prices, Potassium Fertilizer"
"PCPS","COMMODITY","PPOTASH","COMMODITY_SDMX_CODE","PPOTASH"
"PCPS","COMMODITY","PPOULT","COMMODITY_NAME","Poultry "
"PCPS","COMMODITY","PPOULT","COMMODITY_CODE","PPOULT"
"PCPS","COMMODITY","PPOULT","COMMODITY_SHORT_NAME","Poultry "
"PCPS","COMMODITY","PPOULT","COMMODITY_FULL_NAME","Primary Commodity Prices, Poultry "
"PCPS","COMMODITY","PPOULT","COMMODITY_DEFINITION","Poultry (chicken), Whole bird spot price, Ready-to-cook, whole, iced, Georgia docks, US cents per pound"
"PCPS","COMMODITY","PPOULT","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPOULT","COMMODITY_SOURCE_CODE","PPOULT"
"PCPS","COMMODITY","PPOULT","COMMODITY_SDMX_NAME","Primary Commodity Prices, Poultry "
"PCPS","COMMODITY","PPOULT","COMMODITY_SDMX_CODE","PPOULT"
"PCPS","COMMODITY","PPMETA","COMMODITY_NAME","Precious Metals Price Index"
"PCPS","COMMODITY","PPMETA","COMMODITY_CODE","PPMETA"
"PCPS","COMMODITY","PPMETA","COMMODITY_SHORT_NAME","Precious Metals Price Index"
"PCPS","COMMODITY","PPMETA","COMMODITY_FULL_NAME","Primary Commodity Prices, Precious Metals Price Index"
"PCPS","COMMODITY","PPMETA","COMMODITY_DEFINITION","Precious Metals Price Index, 2016 = 100, includes Gold, Silver, Palladium and Platinum Price Indices"
"PCPS","COMMODITY","PPMETA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPMETA","COMMODITY_SOURCE_CODE","PPMETA"
"PCPS","COMMODITY","PPMETA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Precious Metals Price Index"
"PCPS","COMMODITY","PPMETA","COMMODITY_SDMX_CODE","PPMETA"
"PCPS","COMMODITY","PPROPANE","COMMODITY_NAME","Propane"
"PCPS","COMMODITY","PPROPANE","COMMODITY_CODE","PPROPANE"
"PCPS","COMMODITY","PPROPANE","COMMODITY_SHORT_NAME","Propane"
"PCPS","COMMODITY","PPROPANE","COMMODITY_FULL_NAME","Primary Commodity Prices, Propane"
"PCPS","COMMODITY","PPROPANE","COMMODITY_DEFINITION","North American Spot LPG Propane Price/Mont Belvieu LST"
"PCPS","COMMODITY","PPROPANE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPROPANE","COMMODITY_SOURCE_CODE","PPROPANE"
"PCPS","COMMODITY","PPROPANE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Propane"
"PCPS","COMMODITY","PPROPANE","COMMODITY_SDMX_CODE","PPROPANE"
"PCPS","COMMODITY","PROIL","COMMODITY_NAME","Rapeseed Oil "
"PCPS","COMMODITY","PROIL","COMMODITY_CODE","PROIL"
"PCPS","COMMODITY","PROIL","COMMODITY_SHORT_NAME","Rapeseed Oil "
"PCPS","COMMODITY","PROIL","COMMODITY_FULL_NAME","Primary Commodity Prices, Rapeseed Oil "
"PCPS","COMMODITY","PROIL","COMMODITY_DEFINITION","Rapeseed oil, crude, fob Rotterdam, US$ per metric ton"
"PCPS","COMMODITY","PROIL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PROIL","COMMODITY_SOURCE_CODE","PROIL"
"PCPS","COMMODITY","PROIL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Rapeseed Oil "
"PCPS","COMMODITY","PROIL","COMMODITY_SDMX_CODE","PROIL"
"PCPS","COMMODITY","PREODOM","COMMODITY_NAME","Rare Earth Elements"
"PCPS","COMMODITY","PREODOM","COMMODITY_CODE","PREODOM"
"PCPS","COMMODITY","PREODOM","COMMODITY_SHORT_NAME","Rare Earth Elements"
"PCPS","COMMODITY","PREODOM","COMMODITY_FULL_NAME","Primary Commodity Prices, Rare Earth Elements"
"PCPS","COMMODITY","PREODOM","COMMODITY_DEFINITION","Rare earth carbonate REO 42-45% purity, USD/metric ton"
"PCPS","COMMODITY","PREODOM","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PREODOM","COMMODITY_SOURCE_CODE","PREODOM"
"PCPS","COMMODITY","PREODOM","COMMODITY_SDMX_NAME","Primary Commodity Prices, Rare Earth Elements"
"PCPS","COMMODITY","PREODOM","COMMODITY_SDMX_CODE","PREODOM"
"PCPS","COMMODITY","PRICENPQ","COMMODITY_NAME","Rice, Thailand "
"PCPS","COMMODITY","PRICENPQ","COMMODITY_CODE","PRICENPQ"
"PCPS","COMMODITY","PRICENPQ","COMMODITY_SHORT_NAME","Rice, Thailand "
"PCPS","COMMODITY","PRICENPQ","COMMODITY_FULL_NAME","Primary Commodity Prices, Rice, Thailand "
"PCPS","COMMODITY","PRICENPQ","COMMODITY_DEFINITION","Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric ton"
"PCPS","COMMODITY","PRICENPQ","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PRICENPQ","COMMODITY_SOURCE_CODE","PRICENPQ"
"PCPS","COMMODITY","PRICENPQ","COMMODITY_SDMX_NAME","Primary Commodity Prices, Rice, Thailand "
"PCPS","COMMODITY","PRICENPQ","COMMODITY_SDMX_CODE","PRICENPQ"
"PCPS","COMMODITY","PRUBB","COMMODITY_NAME","Rubber "
"PCPS","COMMODITY","PRUBB","COMMODITY_CODE","PRUBB"
"PCPS","COMMODITY","PRUBB","COMMODITY_SHORT_NAME","Rubber "
"PCPS","COMMODITY","PRUBB","COMMODITY_FULL_NAME","Primary Commodity Prices, Rubber "
"PCPS","COMMODITY","PRUBB","COMMODITY_DEFINITION","Rubber, Singapore Commodity Exchange, No. 3 Rubber Smoked Sheets, 1st contract, US cents per pound"
"PCPS","COMMODITY","PRUBB","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PRUBB","COMMODITY_SOURCE_CODE","PRUBB"
"PCPS","COMMODITY","PRUBB","COMMODITY_SDMX_NAME","Primary Commodity Prices, Rubber "
"PCPS","COMMODITY","PRUBB","COMMODITY_SDMX_CODE","PRUBB"
"PCPS","COMMODITY","PSEAF","COMMODITY_NAME","Seafood index "
"PCPS","COMMODITY","PSEAF","COMMODITY_CODE","PSEAF"
"PCPS","COMMODITY","PSEAF","COMMODITY_SHORT_NAME","Seafood index "
"PCPS","COMMODITY","PSEAF","COMMODITY_FULL_NAME","Primary Commodity Prices, Seafood index "
"PCPS","COMMODITY","PSEAF","COMMODITY_DEFINITION","Seafood Index, 2016 = 100, includes Fish (salmon) and Shrimp Price Indices"
"PCPS","COMMODITY","PSEAF","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSEAF","COMMODITY_SOURCE_CODE","PSEAF"
"PCPS","COMMODITY","PSEAF","COMMODITY_SDMX_NAME","Primary Commodity Prices, Seafood index "
"PCPS","COMMODITY","PSEAF","COMMODITY_SDMX_CODE","PSEAF"
"PCPS","COMMODITY","PSHRI","COMMODITY_NAME","Shrimp "
"PCPS","COMMODITY","PSHRI","COMMODITY_CODE","PSHRI"
"PCPS","COMMODITY","PSHRI","COMMODITY_SHORT_NAME","Shrimp "
"PCPS","COMMODITY","PSHRI","COMMODITY_FULL_NAME","Primary Commodity Prices, Shrimp "
"PCPS","COMMODITY","PSHRI","COMMODITY_DEFINITION","Thailand Whiteleg Shrimp 70 Shrimps/Kg Spot Price"
"PCPS","COMMODITY","PSHRI","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSHRI","COMMODITY_SOURCE_CODE","PSHRI"
"PCPS","COMMODITY","PSHRI","COMMODITY_SDMX_NAME","Primary Commodity Prices, Shrimp "
"PCPS","COMMODITY","PSHRI","COMMODITY_SDMX_CODE","PSHRI"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_NAME","Silicon"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_CODE","PSILLUMP"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_SHORT_NAME","Silicon"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_FULL_NAME","Primary Commodity Prices, Silicon"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_DEFINITION","Silicon lumps, CIF North West Europe, USD/metric ton"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_SOURCE_CODE","PSILLUMP"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_SDMX_NAME","Primary Commodity Prices, Silicon"
"PCPS","COMMODITY","PSILLUMP","COMMODITY_SDMX_CODE","PSILLUMP"
"PCPS","COMMODITY","PSILVER","COMMODITY_NAME","Silver"
"PCPS","COMMODITY","PSILVER","COMMODITY_CODE","PSILVER"
"PCPS","COMMODITY","PSILVER","COMMODITY_SHORT_NAME","Silver"
"PCPS","COMMODITY","PSILVER","COMMODITY_FULL_NAME","Primary Commodity Prices, Silver"
"PCPS","COMMODITY","PSILVER","COMMODITY_DEFINITION","Silver, London Bullion Market Association, USD/troy ounce"
"PCPS","COMMODITY","PSILVER","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSILVER","COMMODITY_SOURCE_CODE","PSILVER"
"PCPS","COMMODITY","PSILVER","COMMODITY_SDMX_NAME","Primary Commodity Prices, Silver"
"PCPS","COMMODITY","PSILVER","COMMODITY_SDMX_CODE","PSILVER"
"PCPS","COMMODITY","PLOGORE","COMMODITY_NAME","Soft Logs "
"PCPS","COMMODITY","PLOGORE","COMMODITY_CODE","PLOGORE"
"PCPS","COMMODITY","PLOGORE","COMMODITY_SHORT_NAME","Soft Logs "
"PCPS","COMMODITY","PLOGORE","COMMODITY_FULL_NAME","Primary Commodity Prices, Soft Logs "
"PCPS","COMMODITY","PLOGORE","COMMODITY_DEFINITION","Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter"
"PCPS","COMMODITY","PLOGORE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLOGORE","COMMODITY_SOURCE_CODE","PLOGORE"
"PCPS","COMMODITY","PLOGORE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Soft Logs "
"PCPS","COMMODITY","PLOGORE","COMMODITY_SDMX_CODE","PLOGORE"
"PCPS","COMMODITY","PSAWORE","COMMODITY_NAME","Soft Sawnwood, Average of Softwoods, "
"PCPS","COMMODITY","PSAWORE","COMMODITY_CODE","PSAWORE"
"PCPS","COMMODITY","PSAWORE","COMMODITY_SHORT_NAME","Soft Sawnwood, Average of Softwoods, "
"PCPS","COMMODITY","PSAWORE","COMMODITY_FULL_NAME","Primary Commodity Prices, Soft Sawnwood, Average of Softwoods, "
"PCPS","COMMODITY","PSAWORE","COMMODITY_DEFINITION","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter"
"PCPS","COMMODITY","PSAWORE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSAWORE","COMMODITY_SOURCE_CODE","PSAWORE"
"PCPS","COMMODITY","PSAWORE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Soft Sawnwood, Average of Softwoods, "
"PCPS","COMMODITY","PSAWORE","COMMODITY_SDMX_CODE","PSAWORE"
"PCPS","COMMODITY","PSOFT","COMMODITY_NAME","Softwood index "
"PCPS","COMMODITY","PSOFT","COMMODITY_CODE","PSOFT"
"PCPS","COMMODITY","PSOFT","COMMODITY_SHORT_NAME","Softwood index "
"PCPS","COMMODITY","PSOFT","COMMODITY_FULL_NAME","Primary Commodity Prices, Softwood index "
"PCPS","COMMODITY","PSOFT","COMMODITY_DEFINITION","Softwood Index, 2016 = 100, includes Softwood Sawn and Softwood Logs Price Indices"
"PCPS","COMMODITY","PSOFT","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSOFT","COMMODITY_SOURCE_CODE","PSOFT"
"PCPS","COMMODITY","PSOFT","COMMODITY_SDMX_NAME","Primary Commodity Prices, Softwood index "
"PCPS","COMMODITY","PSOFT","COMMODITY_SDMX_CODE","PSOFT"
"PCPS","COMMODITY","PSORG","COMMODITY_NAME","Sorghum "
"PCPS","COMMODITY","PSORG","COMMODITY_CODE","PSORG"
"PCPS","COMMODITY","PSORG","COMMODITY_SHORT_NAME","Sorghum "
"PCPS","COMMODITY","PSORG","COMMODITY_FULL_NAME","Primary Commodity Prices, Sorghum "
"PCPS","COMMODITY","PSORG","COMMODITY_DEFINITION","Sorghum; U.S., Number 2 yellow, fob Gulf of Mexico, US cents per pound"
"PCPS","COMMODITY","PSORG","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSORG","COMMODITY_SOURCE_CODE","PSORG"
"PCPS","COMMODITY","PSORG","COMMODITY_SDMX_NAME","Primary Commodity Prices, Sorghum "
"PCPS","COMMODITY","PSORG","COMMODITY_SDMX_CODE","PSORG"
"PCPS","COMMODITY","PSMEA","COMMODITY_NAME","Soybean Meal "
"PCPS","COMMODITY","PSMEA","COMMODITY_CODE","PSMEA"
"PCPS","COMMODITY","PSMEA","COMMODITY_SHORT_NAME","Soybean Meal "
"PCPS","COMMODITY","PSMEA","COMMODITY_FULL_NAME","Primary Commodity Prices, Soybean Meal "
"PCPS","COMMODITY","PSMEA","COMMODITY_DEFINITION","Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric ton"
"PCPS","COMMODITY","PSMEA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSMEA","COMMODITY_SOURCE_CODE","PSMEA"
"PCPS","COMMODITY","PSMEA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Soybean Meal "
"PCPS","COMMODITY","PSMEA","COMMODITY_SDMX_CODE","PSMEA"
"PCPS","COMMODITY","PSOYB","COMMODITY_NAME","Soybeans "
"PCPS","COMMODITY","PSOYB","COMMODITY_CODE","PSOYB"
"PCPS","COMMODITY","PSOYB","COMMODITY_SHORT_NAME","Soybeans "
"PCPS","COMMODITY","PSOYB","COMMODITY_FULL_NAME","Primary Commodity Prices, Soybeans "
"PCPS","COMMODITY","PSOYB","COMMODITY_DEFINITION","Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric ton"
"PCPS","COMMODITY","PSOYB","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSOYB","COMMODITY_SOURCE_CODE","PSOYB"
"PCPS","COMMODITY","PSOYB","COMMODITY_SDMX_NAME","Primary Commodity Prices, Soybeans "
"PCPS","COMMODITY","PSOYB","COMMODITY_SDMX_CODE","PSOYB"
"PCPS","COMMODITY","PSOIL","COMMODITY_NAME","Soybeans Oil "
"PCPS","COMMODITY","PSOIL","COMMODITY_CODE","PSOIL"
"PCPS","COMMODITY","PSOIL","COMMODITY_SHORT_NAME","Soybeans Oil "
"PCPS","COMMODITY","PSOIL","COMMODITY_FULL_NAME","Primary Commodity Prices, Soybeans Oil "
"PCPS","COMMODITY","PSOIL","COMMODITY_DEFINITION","Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric ton"
"PCPS","COMMODITY","PSOIL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSOIL","COMMODITY_SOURCE_CODE","PSOIL"
"PCPS","COMMODITY","PSOIL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Soybeans Oil "
"PCPS","COMMODITY","PSOIL","COMMODITY_SDMX_CODE","PSOIL"
"PCPS","COMMODITY","PSUGA","COMMODITY_NAME","Sugar index "
"PCPS","COMMODITY","PSUGA","COMMODITY_CODE","PSUGA"
"PCPS","COMMODITY","PSUGA","COMMODITY_SHORT_NAME","Sugar index "
"PCPS","COMMODITY","PSUGA","COMMODITY_FULL_NAME","Primary Commodity Prices, Sugar index "
"PCPS","COMMODITY","PSUGA","COMMODITY_DEFINITION","Sugar Index, 2016 = 100, includes Free market, and U.S. Price Indices"
"PCPS","COMMODITY","PSUGA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSUGA","COMMODITY_SOURCE_CODE","PSUGA"
"PCPS","COMMODITY","PSUGA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Sugar index "
"PCPS","COMMODITY","PSUGA","COMMODITY_SDMX_CODE","PSUGA"
"PCPS","COMMODITY","PSUGAISA","COMMODITY_NAME","Sugar, No. 11, World "
"PCPS","COMMODITY","PSUGAISA","COMMODITY_CODE","PSUGAISA"
"PCPS","COMMODITY","PSUGAISA","COMMODITY_SHORT_NAME","Sugar, No. 11, World "
"PCPS","COMMODITY","PSUGAISA","COMMODITY_FULL_NAME","Primary Commodity Prices, Sugar, No. 11, World "
"PCPS","COMMODITY","PSUGAISA","COMMODITY_DEFINITION","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound"
"PCPS","COMMODITY","PSUGAISA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSUGAISA","COMMODITY_SOURCE_CODE","PSUGAISA"
"PCPS","COMMODITY","PSUGAISA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Sugar, No. 11, World "
"PCPS","COMMODITY","PSUGAISA","COMMODITY_SDMX_CODE","PSUGAISA"
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_NAME","Sugar, No. 16, US "
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_CODE","PSUGAUSA"
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_SHORT_NAME","Sugar, No. 16, US "
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_FULL_NAME","Primary Commodity Prices, Sugar, No. 16, US "
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_DEFINITION","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound (Footnote: No. 14 revised to No. 16)"
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_SOURCE_CODE","PSUGAUSA"
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Sugar, No. 16, US "
"PCPS","COMMODITY","PSUGAUSA","COMMODITY_SDMX_CODE","PSUGAUSA"
"PCPS","COMMODITY","PSUNO","COMMODITY_NAME","Sunflower Oil "
"PCPS","COMMODITY","PSUNO","COMMODITY_CODE","PSUNO"
"PCPS","COMMODITY","PSUNO","COMMODITY_SHORT_NAME","Sunflower Oil "
"PCPS","COMMODITY","PSUNO","COMMODITY_FULL_NAME","Primary Commodity Prices, Sunflower Oil "
"PCPS","COMMODITY","PSUNO","COMMODITY_DEFINITION","Sunflower oil, Sunflower Oil, US export price from Gulf of Mexico, US$ per metric ton"
"PCPS","COMMODITY","PSUNO","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSUNO","COMMODITY_SOURCE_CODE","PSUNO"
"PCPS","COMMODITY","PSUNO","COMMODITY_SDMX_NAME","Primary Commodity Prices, Sunflower Oil "
"PCPS","COMMODITY","PSUNO","COMMODITY_SDMX_CODE","PSUNO"
"PCPS","COMMODITY","PPORK","COMMODITY_NAME","Swine "
"PCPS","COMMODITY","PPORK","COMMODITY_CODE","PPORK"
"PCPS","COMMODITY","PPORK","COMMODITY_SHORT_NAME","Swine "
"PCPS","COMMODITY","PPORK","COMMODITY_FULL_NAME","Primary Commodity Prices, Swine "
"PCPS","COMMODITY","PPORK","COMMODITY_DEFINITION","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound."
"PCPS","COMMODITY","PPORK","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PPORK","COMMODITY_SOURCE_CODE","PPORK"
"PCPS","COMMODITY","PPORK","COMMODITY_SDMX_NAME","Primary Commodity Prices, Swine "
"PCPS","COMMODITY","PPORK","COMMODITY_SDMX_CODE","PPORK"
"PCPS","COMMODITY","PTEASL","COMMODITY_NAME","Tea, Colombo "
"PCPS","COMMODITY","PTEASL","COMMODITY_CODE","PTEASL"
"PCPS","COMMODITY","PTEASL","COMMODITY_SHORT_NAME","Tea, Colombo "
"PCPS","COMMODITY","PTEASL","COMMODITY_FULL_NAME","Primary Commodity Prices, Tea, Colombo "
"PCPS","COMMODITY","PTEASL","COMMODITY_DEFINITION","Colombo(cts/Kg)"
"PCPS","COMMODITY","PTEASL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PTEASL","COMMODITY_SOURCE_CODE","PTEASL"
"PCPS","COMMODITY","PTEASL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Tea, Colombo "
"PCPS","COMMODITY","PTEASL","COMMODITY_SDMX_CODE","PTEASL"
"PCPS","COMMODITY","PTEA","COMMODITY_NAME","Tea, Kenyan "
"PCPS","COMMODITY","PTEA","COMMODITY_CODE","PTEA"
"PCPS","COMMODITY","PTEA","COMMODITY_SHORT_NAME","Tea, Kenyan "
"PCPS","COMMODITY","PTEA","COMMODITY_FULL_NAME","Primary Commodity Prices, Tea, Kenyan "
"PCPS","COMMODITY","PTEA","COMMODITY_DEFINITION","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram, From July 1998,Kenya auctions, Best Pekoe Fannings. Prior, London auctions, c.i.f. U.K. warehouses"
"PCPS","COMMODITY","PTEA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PTEA","COMMODITY_SOURCE_CODE","PTEA"
"PCPS","COMMODITY","PTEA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Tea, Kenyan "
"PCPS","COMMODITY","PTEA","COMMODITY_SDMX_CODE","PTEA"
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_NAME","Tea, Kolkata "
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_CODE","PTEAINDIA"
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_SHORT_NAME","Tea, Kolkata "
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_FULL_NAME","Primary Commodity Prices, Tea, Kolkata "
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_DEFINITION","Kolkata(cts/Kg)"
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_SOURCE_CODE","PTEAINDIA"
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Tea, Kolkata "
"PCPS","COMMODITY","PTEAINDIA","COMMODITY_SDMX_CODE","PTEAINDIA"
"PCPS","COMMODITY","PTEAMOM","COMMODITY_NAME","Tea, Mombasa "
"PCPS","COMMODITY","PTEAMOM","COMMODITY_CODE","PTEAMOM"
"PCPS","COMMODITY","PTEAMOM","COMMODITY_SHORT_NAME","Tea, Mombasa "
"PCPS","COMMODITY","PTEAMOM","COMMODITY_FULL_NAME","Primary Commodity Prices, Tea, Mombasa "
"PCPS","COMMODITY","PTEAMOM","COMMODITY_DEFINITION","Tea; Mombasa Auction price"
"PCPS","COMMODITY","PTEAMOM","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PTEAMOM","COMMODITY_SOURCE_CODE","PTEAMOM"
"PCPS","COMMODITY","PTEAMOM","COMMODITY_SDMX_NAME","Primary Commodity Prices, Tea, Mombasa "
"PCPS","COMMODITY","PTEAMOM","COMMODITY_SDMX_CODE","PTEAMOM"
"PCPS","COMMODITY","PTIMB","COMMODITY_NAME","Timber index "
"PCPS","COMMODITY","PTIMB","COMMODITY_CODE","PTIMB"
"PCPS","COMMODITY","PTIMB","COMMODITY_SHORT_NAME","Timber index "
"PCPS","COMMODITY","PTIMB","COMMODITY_FULL_NAME","Primary Commodity Prices, Timber index "
"PCPS","COMMODITY","PTIMB","COMMODITY_DEFINITION","Timber Index, 2016 = 100, includes Hardwood and Softwood Price Indices"
